"N","GR","WL%","PGR","PWL%","CC","C","HOF","Sport"
"Joe Tinker",3.85185185185185,0.497,0,0,1,0,1,"baseball"
"Joe Torre",26.7222222222222,0.538,12.9090909090909,0.592,6,4,1,"baseball"
"Joe Vitt",1.3125,0.429,0,0,0,0,0,"football"
"Joe Walton",6.9375,0.482,1,0.333,0,0,0,"football"
"Joel Quenneville",20.7926829268293,0.623735670937289,13.4375,0.549,3,3,0,"hockey"
"Joel Skinner",0.469135802469136,0.461,0,0,0,0,0,"baseball"
"Joey Amalfitano",1.14197530864198,0.363,0,0,0,0,0,"baseball"
"Joey Sternaman",0.4375,0.571,0,0,0,0,0,"football"
"John Anderson",2,0.482758620689655,0,0,0,0,0,"hockey"
"John Armstrong",0.5625,0.714,0,0,0,0,0,"football"
"John Beilein",0.658536585365854,0.259,0,0,0,0,0,"basketball"
"John Bickerton",0.00617283950617284,0,0,0,0,0,0,"baseball"
"John Boles",2.75308641975309,0.46,0,0,0,0,0,"baseball"
"John Brophy",2.35365853658537,0.365714285714286,1.1875,0.474,0,0,0,"hockey"
"John Calipari",2.24390243902439,0.391,0.1875,0,0,0,1,"basketball"
"John Carroll",0.439024390243902,0.389,0.25,0,0,0,0,"basketball"
"John Castellani",0.439024390243902,0.306,0,0,0,0,0,"basketball"
"John Clapp",2.59259259259259,0.423,0,0,0,0,0,"baseball"
"John Cunniff",1.78048780487805,0.488188976377953,0.375,0.333,0,0,0,"hockey"
"John Day",0.407407407407407,0.453,0,0,0,0,0,"baseball"
"John Farrell",7,0.517,2.09090909090909,0.522,1,1,0,"baseball"
"John Fassel",0.1875,0,0,0,0,0,0,"football"
"John Felske",2.37037037037037,0.495,0,0,0,0,0,"baseball"
"John Ferguson",1.64634146341463,0.434782608695652,0.1875,0,0,0,0,"hockey"
"John Fox",16,0.52,5,0.533,2,0,0,"football"
"John Gaffney",1.04320987654321,0.377,0,0,0,0,0,"baseball"
"John Ganzel",1.17283950617284,0.476,0,0,0,0,0,"baseball"
"John Gibbons",9.76543209876543,0.501,1.81818181818182,0.5,0,0,0,"baseball"
"John Harbaugh",12,0.615,5.66666666666667,0.588,1,1,0,"football"
"John Hart",0.117283950617284,0.421,0,0,0,0,0,"baseball"
"John Hatfield",0.419753086419753,0.53,0,0,0,0,0,"baseball"
"John Hynes",4.65853658536585,0.494047619047619,0.3125,0.2,0,0,0,"hockey"
"John Kerins",0.148148148148148,0.5,0,0,0,0,0,"baseball"
"John Kuester",2,0.348,0,0,0,0,0,"basketball"
"John Kundla",8.84146341463415,0.583,5.9375,0.632,5,5,1,"basketball"
"John Logan",0.0365853658536585,0.667,0,0,0,0,0,"basketball"
"John Loyer",0.390243902439024,0.25,0,0,0,0,0,"basketball"
"John Lucas",5.25609756097561,0.401,0.875,0.429,0,0,0,"basketball"
"John MacLean",0.402439024390244,0.290322580645161,0,0,0,0,0,"hockey"
"John MacLeod",16.6341463414634,0.518,6.3125,0.465,1,0,0,"basketball"
"John Mackovic",4,0.469,0.333333333333333,0,0,0,0,"football"
"John Madden",8.875,0.759,5.33333333333333,0.563,1,1,1,"football"
"John Mazur",1.875,0.3,0,0,0,0,0,"football"
"John McCloskey",3.7962962962963,0.313,0,0,0,0,0,"baseball"
"John McGraw",29.4382716049383,0.586,4.90909090909091,0.481,10,3,1,"baseball"
"John McKay",8.3125,0.335,1.33333333333333,0.25,0,0,0,"football"
"John McLaren",0.981481481481482,0.44,0,0,0,0,0,"baseball"
"John McLellan",3.78048780487805,0.475471698113208,0.6875,0.273,0,0,0,"hockey"
"John McNamara",14.783950617284,0.485,1.54545454545455,0.412,1,0,0,"baseball"
"John McVay",2.3125,0.378,0,0,0,0,0,"football"
"John Michelosen",3,0.435,0,0,0,0,0,"football"
"John Mizerock",0.0802469135802469,0.385,0,0,0,0,0,"baseball"
"John Morrill",4.2962962962963,0.51,0,0,1,0,0,"baseball"
"John Muckler",7.90243902439024,0.491978609625668,4.1875,0.537,1,1,0,"hockey"
"John North",2.125,0.324,0,0,0,0,0,"football"
"John Paddock",4.20731707317073,0.470198675496689,0.8125,0.385,0,0,0,"hockey"
"John Ralston",4.375,0.507,0,0,0,0,0,"football"
"John Rauch",4.375,0.588,1.33333333333333,0.5,1,0,0,"football"
"John Robinson",8.9375,0.524,3.33333333333333,0.4,0,0,0,"football"
"John Russell",1.31707317073171,0.389,0.1875,0.333,0,0,0,"basketball"
"John Russell",2.99382716049383,0.384,0,0,0,0,0,"baseball"
"John Sandusky",0.5625,0.444,0,0,0,0,0,"football"
"John Stevens",4.41463414634146,0.536050156739812,1.6875,0.407,0,0,0,"hockey"
"John Torchetti",0.804878048780488,0.5,0.375,0.333,0,0,0,"hockey"
"John Tortorella",16.1829268292683,0.55982905982906,6.875,0.473,1,1,0,"hockey"
"John Vukovich",0.0679012345679012,0.545,0,0,0,0,0,"baseball"
"John Waltz",0.0493827160493827,0.25,0,0,0,0,0,"baseball"
"John Ward",4.6358024691358,0.563,0,0,0,0,1,"baseball"
"John Wathan",3.98765432098765,0.505,0,0,0,0,0,"baseball"
"John Wetzel",1,0.341,0,0,0,0,0,"basketball"
"John Whelchel",0.4375,0.5,0,0,0,0,0,"football"
"Johnny Bach",3.25609756097561,0.356,0,0,0,0,0,"basketball"
"Johnny Blood",1.5625,0.24,0,0,0,0,1,"football"
"Johnny Bryan",0.9375,0.133,0,0,0,0,0,"football"
"Johnny Cooney",0.283950617283951,0.444,0,0,0,0,0,"baseball"
"Johnny Davis",2.67073170731707,0.333,0,0,0,0,0,"basketball"
"Johnny Egan",3.42682926829268,0.459,0.5,0.375,0,0,0,"basketball"
"Johnny Evers",2.31481481481481,0.484,0,0,0,0,1,"baseball"
"Johnny Goryl",0.450617283950617,0.472,0,0,0,0,0,"baseball"
"Johnny Gottselig",2.28048780487805,0.37125748502994,0.25,0,0,0,0,"hockey"
"Johnny Keane",4.62345679012346,0.532,0.636363636363636,0.571,1,1,0,"baseball"
"Johnny Kling",0.95679012345679,0.34,0,0,0,0,0,"baseball"
"Johnny Lipon",0.364197530864198,0.305,0,0,0,0,0,"baseball"
"Johnny McCarthy",0.98780487804878,0.272,0,0,0,0,0,"basketball"
"Johnny Murphy",0.25,0,0,0,0,0,0,"football"
"Johnny Neun",1.65432098765432,0.466,0,0,0,0,0,"baseball"
"Johnny Oates",9.53086419753086,0.517,0.909090909090909,0.1,0,0,0,"baseball"
"Johnny Pesky",2.01234567901235,0.451,0,0,0,0,0,"baseball"
"Johnny Wilson",6.30487804878049,0.436915887850467,0.75,0.333,0,0,0,"hockey"
"Jon Cooper",7.04878048780488,0.659090909090909,4.25,0.529,0,0,0,"hockey"
"Jon Gruden",13,0.51,3,0.556,1,1,0,"football"
"Josh McDaniels",1.75,0.393,0,0,0,0,0,"football"
"Juan Samuel",0.314814814814815,0.333,0,0,0,0,0,"baseball"
"Judge Fuchs",0.950617283950617,0.364,0,0,0,0,0,"baseball"
"Jules Dugal",0.219512195121951,0.6,0.1875,0.333,0,0,0,"hockey"
"Jumbo Latham",0.574074074074074,0.484,0,0,0,0,0,"baseball"
"June Jones",3.625,0.379,0.333333333333333,0,0,0,0,"football"
"K.C. Jones",9.4390243902439,0.674,8.625,0.587,5,2,0,"basketball"
"Kaiser Wilhelm",1.3641975308642,0.377,0,0,0,0,0,"baseball"
"Kaleb Canales",0.280487804878049,0.348,0,0,0,0,0,"basketball"
"Karl Kuehl",0.790123456790123,0.336,0,0,0,0,0,"baseball"
"Kay Stephenson",2.25,0.278,0,0,0,0,0,"football"
"Keith Allen",1.82926829268293,0.432203389830508,0.6875,0.273,0,0,0,"hockey"
"Keith Magnuson",1.60975609756098,0.462264150943396,0.1875,0,0,0,0,"hockey"
"Keith Molesworth",0.75,0.25,0,0,0,0,0,"football"
"Keith Smart",3.20731707317073,0.354,0,0,0,0,0,"basketball"
"Ken Aspromonte",2.96296296296296,0.458,0,0,0,0,0,"baseball"
"Ken Boyer",2.2037037037037,0.466,0,0,0,0,0,"baseball"
"Ken Hitchcock",19.4878048780488,0.613882863340564,10.5,0.512,1,1,0,"hockey"
"Ken Huffine",0.0625,0,0,0,0,0,0,"football"
"Ken Loeffler",2.0609756097561,0.467,0.625,0.4,0,0,1,"basketball"
"Ken Macha",6,0.54,1.09090909090909,0.417,0,0,0,"baseball"
"Ken Meyer",0.875,0.357,0,0,0,0,0,"football"
"Ken Randall",0.170731707317073,0.428571428571429,0,0,0,0,0,"hockey"
"Ken Schinkel",2.47560975609756,0.474285714285714,0.375,0.333,0,0,0,"hockey"
"Ken Shipp",0.3125,0.2,0,0,0,0,0,"football"
"Ken Silvestri",0.0185185185185185,0,0,0,0,0,0,"baseball"
"Ken Suesens",0.75609756097561,0.355,0.1875,0.333,0,0,0,"basketball"
"Ken Whisenhunt",7.4375,0.403,2,0.667,1,0,0,"football"
"Kenny Atkinson",3.75609756097561,0.383,0.3125,0.2,0,0,0,"basketball"
"Kenny Natt",0.707317073170732,0.19,0,0,0,0,0,"basketball"
"Kerby Farrell",0.944444444444444,0.497,0,0,0,0,0,"baseball"
"Kevin Cash",5,0.511,0.545454545454545,0.5,0,0,0,"baseball"
"Kevin Constantine",4.59756097560976,0.517684887459807,3.125,0.42,0,0,0,"hockey"
"Kevin Dineen",1.78048780487805,0.474576271186441,0.4375,0.429,0,0,0,"hockey"
"Kevin Gilbride",1.375,0.273,0,0,0,0,0,"football"
"Kevin Kennedy",3.59259259259259,0.531,0.272727272727273,0,0,0,0,"baseball"
"Kevin Loughery",13.8536585365854,0.417,1.6875,0.222,0,0,0,"basketball"
"Kevin Lowe",1,0.551724137931034,0.3125,0.2,0,0,0,"hockey"
"Kevin McHale",5.08536585365854,0.556,1.8125,0.448,0,0,0,"basketball"
"Kevin O'Neill",1,0.402,0,0,0,0,0,"basketball"
"Kevin Pritchard",0.329268292682927,0.185,0,0,0,0,0,"basketball"
"Kick Kelly",1.09876543209877,0.491,0,0,0,0,0,"baseball"
"Kid Elberfeld",0.604938271604938,0.276,0,0,0,0,0,"baseball"
"Kid Gleason",4.68518518518519,0.519,0.727272727272727,0.375,1,0,0,"baseball"
"Kid Nichols",1.04320987654321,0.476,0,0,0,0,1,"baseball"
"Kiki Vandeweghe",0.780487804878049,0.188,0,0,0,0,0,"basketball"
"Kim Hughes",0.402439024390244,0.242,0,0,0,0,0,"basketball"
"King Clancy",2.78048780487805,0.48314606741573,0.875,0.143,0,0,1,"hockey"
"King Kelly",2.03703703703704,0.539,0,0,1,0,1,"baseball"
"Kirk Gibson",4.49382716049383,0.485,0.454545454545455,0.4,0,0,0,"baseball"
"Kirk Muller",2.28048780487805,0.5,0,0,0,0,0,"hockey"
"Kliff Kingsbury",1,0.344,0,0,0,0,0,"football"
"Kurt Rambis",2.79268292682927,0.284,0.5,0.375,0,0,0,"basketball"
"Kyle Shanahan",3,0.479,1,0.667,1,0,0,"football"
"Lane Kiffin",1.25,0.25,0,0,0,0,0,"football"
"Larry Bird",2.60975609756098,0.687,3.25,0.615,1,0,0,"basketball"
"Larry Bowa",5.26543209876543,0.49,0,0,0,0,0,"baseball"
"Larry Brown",24.4146341463415,0.548,12.0625,0.518,3,1,1,"basketball"
"Larry Costello",8.90243902439024,0.589,3.75,0.617,2,1,0,"basketball"
"Larry Dierker",4.83333333333333,0.556,1.27272727272727,0.143,0,0,0,"baseball"
"Larry Doby",0.537037037037037,0.425,0,0,0,0,1,"baseball"
"Larry Drew",4.73170731707317,0.418,1.5,0.417,0,0,0,"basketball"
"Larry Kish",0.597560975609756,0.272727272727273,0,0,0,0,0,"hockey"
"Larry Krystkowiak",1.21951219512195,0.31,0,0,0,0,0,"basketball"
"Larry Parrish",1.14814814814815,0.441,0,0,0,0,0,"baseball"
"Larry Pleau",2.73170731707317,0.409090909090909,0.625,0.2,0,0,0,"hockey"
"Larry Popein",0.5,0.5625,0,0,0,0,0,"hockey"
"Larry Regan",1.07317073170732,0.364864864864865,0,0,0,0,0,"hockey"
"Larry Robinson",6.10975609756098,0.490610328638498,3.25,0.596,1,1,1,"hockey"
"Larry Rothschild",3.08024691358025,0.411,0,0,0,0,0,"baseball"
"Larry Schlafly",1.20987654320988,0.484,0,0,0,0,0,"baseball"
"Larry Shepard",1.97530864197531,0.514,0,0,0,0,0,"baseball"
"Larry Staverman",0.548780487804878,0.4,0,0,0,0,0,"basketball"
"Larry Wilson",0.1875,0.667,0,0,0,0,1,"football"
"Larry Wilson",0.439024390243902,0.09375,0,0,0,0,0,"hockey"
"Lave Cross",0.234567901234568,0.211,0,0,0,0,0,"baseball"
"Lawrence Frank",7.48780487804878,0.454,2.375,0.474,0,0,0,"basketball"
"Lee Elia",3.32716049382716,0.442,0,0,0,0,0,"baseball"
"Lee Fohl",9.38888888888889,0.474,0,0,0,0,0,"baseball"
"Lee Magee",0.728395061728395,0.453,0,0,0,0,0,"baseball"
"Lee Mazzilli",1.66049382716049,0.48,0,0,0,0,0,"baseball"
"Leeman Bennett",7.4375,0.42,1.33333333333333,0.25,0,0,0,"football"
"Lefty Phillips",2.76543209876543,0.497,0,0,0,0,0,"baseball"
"Lena Blackburne",1.4320987654321,0.427,0,0,0,0,0,"baseball"
"Lenny Sachs",0.25,0,0,0,0,0,0,"football"
"Lenny Wilkens",30.3292682926829,0.536,11.125,0.449,2,1,1,"basketball"
"Leo Boivin",1.18292682926829,0.345679012345679,0.1875,0.333,0,0,1,"hockey"
"Leo Dandurand",1.98780487804878,0.506493506493506,0.5,0.625,2,1,1,"hockey"
"Leo Durocher",23.0802469135802,0.54,1.36363636363636,0.467,3,1,1,"baseball"
"Leo Lyons",0.4375,0,0,0,0,0,0,"football"
"Leonard Hamilton",1,0.232,0,0,0,0,0,"basketball"
"Les Harrison",5.80487804878049,0.62,2.375,0.5,1,1,0,"basketball"
"Les Moss",0.549382716049383,0.438,0,0,0,0,0,"baseball"
"Les Steckel",1,0.188,0,0,0,0,0,"football"
"Leslie Frazier",3.375,0.398,0.333333333333333,0,0,0,0,"football"
"Lester Patrick",7.36585365853659,0.565392354124749,4.0625,0.546,2,2,1,"hockey"
"Lew Fonseca",1.96296296296296,0.38,0,0,0,0,0,"baseball"
"Lew Hayman",0.0121951219512195,0,0,0,0,0,0,"basketball"
"Lew Simmons",0.604938271604938,0.427,0,0,0,0,0,"baseball"
"Lindsey Hunter",0.5,0.293,0,0,0,0,0,"basketball"
"Lindy Infante",6,0.375,0.333333333333333,0,0,0,0,"football"
"Lindy Ruff",18.2073170731707,0.570542635658915,7.5,0.55,0,0,0,"hockey"
"Lionel Conacher",0.536585365853659,0.358974358974359,0,0,0,0,1,"hockey"
"Lionel Hollins",6.51219512195122,0.491,2.5625,0.488,0,0,0,"basketball"
"Lip Pike",0.438271604938272,0.282,0,0,0,0,0,"baseball"
"Lisle Blackbourn",3,0.354,0,0,0,0,0,"football"
"Lloyd McClendon",6.82716049382716,0.451,0,0,0,0,0,"baseball"
"Lloyd Pierce",1.81707317073171,0.329,0,0,0,0,0,"basketball"
"Lon Knight",1.27160493827161,0.62,0,0,1,0,0,"baseball"
"Lon Kruger",2.32926829268293,0.361,0,0,0,0,0,"basketball"
"Lone Star Dietz",1.5,0.5,0,0,0,0,0,"football"
"Lorne Henning",2.71951219512195,0.439393939393939,0.3125,0.4,0,0,0,"hockey"
"Lorne Molleken",0.573170731707317,0.486486486486487,0,0,0,0,0,"hockey"
"Lou Angotti",1.36585365853659,0.22,0,0,0,0,0,"hockey"
"Lou Boudreau",14.8395061728395,0.487,0.545454545454545,0.667,1,1,1,"baseball"
"Lou Holtz",0.8125,0.231,0,0,0,0,0,"football"
"Lou Klein",0.907407407407407,0.442,0,0,0,0,0,"baseball"
"Lou Lamoriello",0.646341463414634,0.708333333333333,1.25,0.5,0,0,1,"hockey"
"Lou Mahrt",0.5,0.143,0,0,0,0,0,"football"
"Lou Nanne",0.353658536585366,0.28,0,0,0,0,0,"hockey"
"Lou Phelan",0.277777777777778,0.268,0,0,0,0,0,"baseball"
"Lou Piniella",21.9012345679012,0.517,4.54545454545455,0.46,1,1,0,"baseball"
"Lou Rymkus",1.1875,0.611,0.333333333333333,1,1,1,0,"football"
"Lou Saban",12.5625,0.49,1.33333333333333,0.5,2,2,0,"football"
"Louie Heilbroner",0.308641975308642,0.479,0,0,0,0,0,"baseball"
"Lovie Smith",11,0.506,2,0.5,1,0,0,"football"
"Luby DiMeolo",0.75,0.167,0,0,0,0,0,"football"
"Lud Wray",2.5625,0.342,0,0,0,0,0,"football"
"Luis Pujols",0.95679012345679,0.355,0,0,0,0,0,"baseball"
"Luke Appling",0.246913580246914,0.25,0,0,0,0,1,"baseball"
"Luke Johnsos",2.25,0.676,0.666666666666667,0.5,1,1,0,"football"
"Luke Sewell",7.77160493827161,0.485,0.545454545454545,0.333,1,0,0,"baseball"
"Luke Walton",3.78048780487805,0.406,0,0,0,0,0,"basketball"
"Lum Harris",5.90123456790123,0.488,0.272727272727273,0,0,0,0,"baseball"
"Lynn Patrick",5.40243902439024,0.457063711911357,2.5,0.413,0,0,1,"hockey"
"M.L. Carr",2,0.293,0,0,0,0,0,"basketball"
"Mac Speedie",1.625,0.24,0,0,0,0,1,"football"
"Mack Calvin",0.024390243902439,0.5,0,0,0,0,0,"basketball"
"Magic Johnson",0.195121951219512,0.313,0,0,0,0,0,"basketball"
"Mal Stevens",0.4375,0.333,0,0,0,0,0,"football"
"Malachi Kittridge",0.111111111111111,0.059,0,0,0,0,0,"baseball"
"Manny Acta",5.49382716049383,0.418,0,0,0,0,0,"baseball"
"Marc Boileau",1.84146341463415,0.519685039370079,0.5625,0.556,0,0,0,"hockey"
"Marc Crawford",14.2560975609756,0.563323201621074,5.1875,0.518,1,1,0,"hockey"
"Marc Iavaroni",1.5,0.268,0,0,0,0,0,"basketball"
"Marc Trestman",2,0.406,0,0,0,0,0,"football"
"Marcel Lachemann",2.04320987654321,0.486,0,0,0,0,0,"baseball"
"Marcel Pronovost",1.26829268292683,0.641975308641975,0.5,0.375,0,0,1,"hockey"
"Mario Tremblay",1.9390243902439,0.529850746268657,0.6875,0.273,0,0,0,"hockey"
"Marion Campbell",7.1875,0.3,0,0,0,0,0,"football"
"Mark Jackson",2.80487804878049,0.526,1.1875,0.474,0,0,0,"basketball"
"Marshall Johnston",1.52439024390244,0.266666666666667,0,0,0,0,0,"hockey"
"Marty Brill",0.4375,0.5,0,0,0,0,0,"football"
"Marty Feldman",1.0625,0.118,0,0,0,0,0,"football"
"Marty Marion",4.51234567901235,0.489,0,0,0,0,0,"baseball"
"Marty Martinez",0.00617283950617284,0,0,0,0,0,0,"baseball"
"Marty McManus",1.53086419753086,0.383,0,0,0,0,0,"baseball"
"Marty Mornhinweg",2,0.156,0,0,0,0,0,"football"
"Marty Schottenheimer",20.4375,0.613,6,0.278,0,0,0,"football"
"Marv Levy",15.9375,0.561,6.33333333333333,0.579,4,0,1,"football"
"Marvin Lewis",16,0.518,2.33333333333333,0,0,0,0,"football"
"Mase Graffen",0.345679012345679,0.696,0,0,0,0,0,"baseball"
"Matt Galante",0.166666666666667,0.481,0,0,0,0,0,"baseball"
"Matt Guokas",6.52439024390244,0.43,1.0625,0.471,0,0,0,"basketball"
"Matt LaFleur",1,0.813,0.666666666666667,0.5,0,0,0,"football"
"Matt Nagy",2,0.625,0.333333333333333,0,0,0,0,"football"
"Matt Patricia",2,0.297,0,0,0,0,0,"football"
"Matt Williams",2,0.552,0.363636363636364,0.25,0,0,0,"baseball"
"Matthew Porter",0.0987654320987654,0.188,0,0,0,0,0,"baseball"
"Maurice Cheeks",7.5609756097561,0.492,1,0.313,0,0,0,"basketball"
"Maurice Filion",0.0731707317073171,0.25,0,0,0,0,0,"hockey"
"Maury Wills",0.512345679012346,0.317,0,0,0,0,0,"baseball"
"Max Carey",1.91975308641975,0.476,0,0,0,0,1,"baseball"
"Max Hicks",0.3125,0.25,0,0,0,0,0,"football"
"Mayo Smith",7.89506172839506,0.52,0.636363636363636,0.571,1,1,0,"baseball"
"Mel Daniels",0.024390243902439,0,0,0,0,0,0,"basketball"
"Mel Doherty",0.25,0.25,0,0,0,0,0,"football"
"Mel Harder",0.0185185185185185,1,0,0,0,0,0,"baseball"
"Mel Hein",0.1875,0.667,0,0,0,0,1,"football"
"Mel McGaha",1.83333333333333,0.416,0,0,0,0,0,"baseball"
"Mel Ott",6.19753086419753,0.467,0,0,0,0,1,"baseball"
"Mel Queen",0.0308641975308642,0.8,0,0,0,0,0,"baseball"
"Mel Tucker",0.3125,0.4,0,0,0,0,0,"football"
"Melvin Hunt",0.280487804878049,0.435,0,0,0,0,0,"basketball"
"Michael Cooper",0.170731707317073,0.286,0,0,0,0,0,"basketball"
"Michael Curry",1,0.476,0.25,0,0,0,0,"basketball"
"Michel Bergeron",9.65853658536585,0.491279069767442,4.25,0.456,0,0,0,"hockey"
"Michel Therrien",9.92682926829268,0.572637517630465,4.4375,0.535,0,0,0,"hockey"
"Mickey Callaway",2,0.503,0,0,0,0,0,"baseball"
"Mickey Cochrane",3.7037037037037,0.582,1.18181818181818,0.538,2,1,1,"baseball"
"Mickey Vernon",2.24074074074074,0.373,0,0,0,0,0,"baseball"
"Mike Babcock",15.8658536585366,0.626118067978533,10.25,0.549,1,1,0,"hockey"
"Mike Brown",6.86585365853659,0.616,5.1875,0.566,1,0,0,"basketball"
"Mike Budenholzer",6.79268292682927,0.585,3.375,0.5,0,0,0,"basketball"
"Mike Cubbage",0.0432098765432099,0.429,0,0,0,0,0,"baseball"
"Mike D'Antoni",14.5243902439024,0.561,6.125,0.5,0,0,0,"basketball"
"Mike Ditka",13.5,0.56,4,0.5,1,1,1,"football"
"Mike Dorgan",0.851851851851852,0.489,0,0,0,0,0,"baseball"
"Mike Dunlap",1,0.256,0,0,0,0,0,"basketball"
"Mike Dunleavy",16.2073170731707,0.461,4.4375,0.535,1,0,0,"basketball"
"Mike Evans",0.682926829268293,0.321,0,0,0,0,0,"basketball"
"Mike Farmer",0.109756097560976,0.111,0,0,0,0,0,"basketball"
"Mike Ferraro",1.07407407407407,0.437,0,0,0,0,0,"baseball"
"Mike Fratello",14.8170731707317,0.549,3.875,0.323,0,0,0,"basketball"
"Mike Getto",0.6875,0.273,0,0,0,0,0,"football"
"Mike Gonzalez",0.141975308641975,0.409,0,0,0,0,0,"baseball"
"Mike Griffin",0.0246913580246914,0.25,0,0,0,0,0,"baseball"
"Mike Hargrove",14.5864197530864,0.503,4.72727272727273,0.519,2,0,0,"baseball"
"Mike Holmgren",17,0.592,8,0.542,3,1,0,"football"
"Mike Holovak",6.75,0.525,0.666666666666667,0.5,0,0,0,"football"
"Mike Johnston",1.34146341463415,0.610526315789474,0.3125,0.2,0,0,0,"hockey"
"Mike Jorgensen",0.592592592592593,0.438,0,0,0,0,0,"baseball"
"Mike Keenan",16.9024390243902,0.55860349127182,10.8125,0.555,1,1,0,"hockey"
"Mike Kitchen",1.59756097560976,0.351851851851852,0,0,0,0,0,"hockey"
"Mike Malone",6.08536585365854,0.511,0.875,0.5,0,0,0,"basketball"
"Mike Martz",5.3125,0.624,2.33333333333333,0.429,1,0,0,"football"
"Mike Matheny",6.57407407407407,0.555,3.90909090909091,0.488,1,0,0,"baseball"
"Mike McCarthy",12.75,0.618,6,0.556,1,1,0,"football"
"Mike McCormack",5.0625,0.364,0,0,0,0,1,"football"
"Mike McCoy",4,0.422,0.666666666666667,0.5,0,0,0,"football"
"Mike McGeary",0.555555555555556,0.529,0,0,0,0,0,"baseball"
"Mike Milbury",4.28048780487805,0.477124183006536,2.5,0.575,0,0,0,"hockey"
"Mike Miller",0.536585365853659,0.386,0,0,0,0,0,"basketball"
"Mike Montgomery",2,0.415,0,0,0,0,0,"basketball"
"Mike Mularkey",5.5625,0.404,0.666666666666667,0.5,0,0,0,"football"
"Mike Munchak",3,0.458,0,0,0,0,1,"football"
"Mike Murphy",2.79268292682927,0.392156862745098,0.3125,0.2,0,0,0,"hockey"
"Mike Nixon",2.375,0.167,0,0,0,0,0,"football"
"Mike Nolan",3.4375,0.327,0,0,0,0,0,"football"
"Mike Nykoluk",3.41463414634146,0.381974248927039,0.4375,0.143,0,0,0,"hockey"
"Mike O'Connell",0.109756097560976,0.5,0.3125,0.2,0,0,0,"hockey"
"Mike Palm",0.4375,0.5,0,0,0,0,0,"football"
"Mike Pettine",2,0.313,0,0,0,0,0,"football"
"Mike Quade",1.22839506172839,0.477,0,0,0,0,0,"baseball"
"Mike Quinn",0.292682926829268,0.166666666666667,0,0,0,0,0,"hockey"
"Mike Redmond",2.23456790123457,0.428,0,0,0,0,0,"baseball"
"Mike Riley",3,0.292,0,0,0,0,0,"football"
"Mike Rodden",0.024390243902439,0,0,0,0,0,0,"hockey"
"Mike Scanlon",1.20987654320988,0.313,0,0,0,0,0,"baseball"
"Mike Schuler",4.1219512195122,0.53,0.5,0.25,0,0,0,"basketball"
"Mike Scioscia",19,0.536,4.36363636363636,0.438,1,1,0,"baseball"
"Mike Shanahan",19.25,0.552,4.66666666666667,0.571,2,2,0,"football"
"Mike Sherman",6,0.594,2,0.333,0,0,0,"football"
"Mike Shildt",1.42592592592593,0.571,0.818181818181818,0.333,0,0,0,"baseball"
"Mike Singletary",2.5,0.45,0,0,0,0,1,"football"
"Mike Smith",7,0.589,1.66666666666667,0.2,0,0,0,"football"
"Mike Smith",0.280487804878049,0.105263157894737,0,0,0,0,0,"hockey"
"Mike Sullivan",6.5,0.624175824175824,4.5,0.569,2,2,0,"hockey"
"Mike Tice",4.0625,0.492,0.666666666666667,0.5,0,0,0,"football"
"Mike Todorovich",0.51219512195122,0.333,0,0,0,0,0,"basketball"
"Mike Tomlin",13,0.642,5,0.533,2,1,0,"football"
"Mike Vrabel",2,0.563,1,0.667,0,0,0,"football"
"Mike Walsh",0.679012345679012,0.63,0,0,0,0,0,"baseball"
"Mike White",2,0.469,0,0,0,0,0,"football"
"Mike Woodson",8.29268292682927,0.463,2.875,0.391,0,0,0,"basketball"
"Mike Yeo",5.8780487804878,0.576112412177986,2.4375,0.436,0,0,0,"hockey"
"Mike Zimmer",6,0.599,1.66666666666667,0.4,0,0,0,"football"
"Milan Creighton",2.875,0.381,0,0,0,0,0,"football"
"Miller Huggins",15.8641975308642,0.555,3,0.545,6,3,1,"baseball"
"Milt Schmidt",9.39024390243902,0.388198757763975,2.125,0.441,0,0,1,"hockey"
"Monte Clark",7.4375,0.433,0.666666666666667,0,0,0,0,"football"
"Monty Williams",5.59756097560976,0.434,0.625,0.2,0,0,0,"basketball"
"Moose Stubing",0.0493827160493827,0,0,0,0,0,0,"baseball"
"Mordecai Brown",0.703703703703704,0.442,0,0,0,0,1,"baseball"
"Mordecai Davidson",0.574074074074074,0.393,0,0,0,0,0,"baseball"
"Morris McHone",0.378048780487805,0.355,0,0,0,0,0,"basketball"
"Muddy Ruel",0.950617283950617,0.383,0,0,0,0,0,"baseball"
"Murray Mendenhall",1.65853658536585,0.529,0.4375,0.429,0,0,0,"basketball"
"Murray Oliver",0.451219512195122,0.6,0.5625,0.444,0,0,0,"hockey"
"Muzz Patrick",1.65853658536585,0.394495412844037,0,0,0,0,0,"hockey"
"NJD Bench",0.560975609756098,0.512820512820513,0,0,0,0,0,"hockey"
"Nap Lajoie",4.32098765432099,0.55,0,0,0,0,1,"baseball"
"Nat Hickey",0.353658536585366,0.138,0,0,0,0,0,"basketball"
"Nat Hicks",0.438271604938272,0.441,0,0,0,0,0,"baseball"
"Nate McMillan",15.1341463414634,0.528,3.0625,0.347,0,0,0,"basketball"
"Ned Cuthbert",0.493827160493827,0.463,0,0,0,0,0,"baseball"
"Ned Hanlon",15.6172839506173,0.53,0,0,5,0,1,"baseball"
"Ned Harkness",0.463414634146341,0.352941176470588,0,0,0,0,0,"hockey"
